text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
nôi dung chưa biết sao.,['nôi dung'],"[('nôi dung', 'NEU')]","[('nôi dung', 'chưa biết sao.')]","[('nôi dung', 'chưa biết sao.', 'NEU')]"
"nhưng nhìn sách mới muốn đọc liền, rất thích",['sách'],"[('sách', 'POS')]","[('sách', 'mới muốn đọc liền, rất thích')]","[('sách', 'mới muốn đọc liền, rất thích', 'POS')]"
mua hàng ở tiki chưa bao giờ làm mình thất vọng,['mua hàng ở tiki'],"[('mua hàng ở tiki', 'POS')]","[('mua hàng ở tiki', 'chưa bao giờ làm mình thất vọng')]","[('mua hàng ở tiki', 'chưa bao giờ làm mình thất vọng', 'POS')]"
sách max đẹp,['sách'],"[('sách', 'POS')]","[('sách', 'max đẹp')]","[('sách', 'max đẹp', 'POS')]"
nội dung thì rất hay,['nội dung'],"[('nội dung', 'POS')]","[('nội dung', 'rất hay')]","[('nội dung', 'rất hay', 'POS')]"
"bút đẹp,",['bút'],"[('bút', 'POS')]","[('bút', 'đẹp,')]","[('bút', 'đẹp,', 'POS')]"
mực đều.,['mực'],"[('mực', 'POS')]","[('mực', 'đều.')]","[('mực', 'đều.', 'POS')]"
"mình mua hôm qua lúc sale còn 25k, bây giờ đang định đặt tiếp thì đã lên 29k rồi",[],[],[],[]
"Giao hàng đúng hẹn,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'đúng hẹn,')]","[('Giao hàng', 'đúng hẹn,', 'POS')]"
"đóng gói cẩn thận,",['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận,')]","[('đóng gói', 'cẩn thận,', 'POS')]"
sản phẩm chất lượng,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'chất lượng')]","[('sản phẩm', 'chất lượng', 'POS')]"
rất đáng tiền.,[],[],[],[]
Sản phẩm giống hình.,['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'giống hình.')]","[('Sản phẩm', 'giống hình.', 'POS')]"
Nhưng giao hàng thì hơi chậm.,['giao hàng'],"[('giao hàng', 'NEG')]","[('giao hàng', 'hơi chậm.')]","[('giao hàng', 'hơi chậm.', 'NEG')]"
đã dùng 1 tháng và không thấy tác dụng gì rõ ràng.,['dùng'],"[('dùng', 'NEG')]","[('dùng', 'không thấy tác dụng gì rõ ràng.')]","[('dùng', 'không thấy tác dụng gì rõ ràng.', 'NEG')]"
ấn tượng với sp nhất là quả đèn báo dung lượng pin,['đèn báo dung lượng pin'],"[('đèn báo dung lượng pin', 'POS')]","[('đèn báo dung lượng pin', 'ấn tượng')]","[('đèn báo dung lượng pin', 'ấn tượng', 'POS')]"
Sạc qua cổng usb máy tính thì nhanh,['Sạc qua cổng usb máy tính'],"[('Sạc qua cổng usb máy tính', 'POS')]","[('Sạc qua cổng usb máy tính', 'nhanh')]","[('Sạc qua cổng usb máy tính', 'nhanh', 'POS')]"
qua sạc ip thì có vẻ chậm.,['sạc ip'],"[('sạc ip', 'NEG')]","[('sạc ip', 'có vẻ chậm.')]","[('sạc ip', 'có vẻ chậm.', 'NEG')]"
Tóm lại so chính hãng ngon.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ngon.')]","[('<IA>', 'ngon.', 'POS')]"
hàng đẹp,['hàng'],"[('hàng', 'POS')]","[('hàng', 'đẹp')]","[('hàng', 'đẹp', 'POS')]"
chất lượng thì tạm ổn,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'tạm ổn')]","[('chất lượng', 'tạm ổn', 'POS')]"
.tốt trong tầm giá.,['giá.'],"[('giá.', 'POS')]","[('giá.', '.tốt')]","[('giá.', '.tốt', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
Ko chuyển nhiệt độ C được,['chuyển nhiệt độ C'],"[('chuyển nhiệt độ C', 'NEG')]","[('chuyển nhiệt độ C', 'Ko')]","[('chuyển nhiệt độ C', 'Ko', 'NEG')]"
với báo thức âm đơn giản,['báo thức âm'],"[('báo thức âm', 'NEG')]","[('báo thức âm', 'đơn giản')]","[('báo thức âm', 'đơn giản', 'NEG')]"
ko lặp lại,['lặp lại'],"[('lặp lại', 'NEG')]","[('lặp lại', 'ko')]","[('lặp lại', 'ko', 'NEG')]"
ngủ quên,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'ngủ quên')]","[('<IA>', 'ngủ quên', 'NEG')]"
Mình ăn thấy có mùi lạ.,['mùi'],"[('mùi', 'NEG')]","[('mùi', 'lạ.')]","[('mùi', 'lạ.', 'NEG')]"
K dc ngon,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'K dc ngon')]","[('<IA>', 'K dc ngon', 'NEG')]"
hạt k ngon lắm.,['hạt'],"[('hạt', 'NEG')]","[('hạt', 'k ngon lắm.')]","[('hạt', 'k ngon lắm.', 'NEG')]"
giao hàng không đúng size,['giao hàng'],"[('giao hàng', 'NEG')]","[('giao hàng', 'không đúng size')]","[('giao hàng', 'không đúng size', 'NEG')]"
mik mua size xxl mà lại giao size M là sao,['giao'],"[('giao', 'NEG')]","[('giao', 'mua size xxl mà lại giao size M')]","[('giao', 'mua size xxl mà lại giao size M', 'NEG')]"
mặc kiểu gì giờ,['mặc'],"[('mặc', 'NEG')]","[('mặc', 'kiểu gì')]","[('mặc', 'kiểu gì', 'NEG')]"
shop làm ăn z ak,['shop'],"[('shop', 'NEG')]","[('shop', 'làm ăn z ak')]","[('shop', 'làm ăn z ak', 'NEG')]"
"Sản phẩm ok,",['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'ok,')]","[('Sản phẩm', 'ok,', 'POS')]"
"giá rẻ,",['giá'],"[('giá', 'POS')]","[('giá', 'rẻ,')]","[('giá', 'rẻ,', 'POS')]"
"tìm kiếm bằng giọng nói chuẩn,",['tìm kiếm bằng giọng nói'],"[('tìm kiếm bằng giọng nói', 'POS')]","[('tìm kiếm bằng giọng nói', 'chuẩn,')]","[('tìm kiếm bằng giọng nói', 'chuẩn,', 'POS')]"
hình ảnh đẹp,['hình ảnh'],"[('hình ảnh', 'POS')]","[('hình ảnh', 'đẹp')]","[('hình ảnh', 'đẹp', 'POS')]"
đặt 2 đôi màu da bò mà giao 2 đôi màu đen............,['giao'],"[('giao', 'NEG')]","[('giao', 'giao 2 đôi màu đen............')]","[('giao', 'giao 2 đôi màu đen............', 'NEG')]"
"Năm 2018, tác phẩm Tractatus Logico - Philosophicus, đã được Trần Định Thắng dịch sang tiếng Việt và TS Nguyễn Hữu Liêm đã khen và giới thiệu trên báo Tuổi Trẻ Cuối Tuần 05-10-2018), nay với cuốn này, có thể mượn lời nhận xét của PTXC: Wittgenstein dễ gợi cho người ta cái cảm giác sẽ muốn dịch ông.",[],[],[],[]
"Vì cách trước tác của ông rất gần với những Leibniz, Spinoza, Berkeley… của thế kỷ XVII đặc trưng bởi các đoạn ngắn được đánh số bằng tiết đoạn, khúc chiết.",[],[],[],[]
"Tuy tác phẩm của Wittgenstein ngắn là vậy, nhưng thật nghịch lý là lại rất ít ai sẵn sàng dịch trọn vẹn tác phẩm của ông sang Việt ngữ.",[],[],[],[]
Mãi đến dịch giả Trần Đình Thắng thì nghịch lý ấy mới bị xua tan!,[],[],[],[]
"Không có nút tự động cuốn,","['nút tự động cuốn,']","[('nút tự động cuốn,', 'NEG')]","[('nút tự động cuốn,', 'Không có')]","[('nút tự động cuốn,', 'Không có', 'NEG')]"
dễ đứt dây,['dây'],"[('dây', 'NEG')]","[('dây', 'dễ đứt')]","[('dây', 'dễ đứt', 'NEG')]"
Đóng gói sản phẩm cẩn thận.,['Đóng gói sản phẩm'],"[('Đóng gói sản phẩm', 'POS')]","[('Đóng gói sản phẩm', 'cẩn thận.')]","[('Đóng gói sản phẩm', 'cẩn thận.', 'POS')]"
Giao hàng nhanh.,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh.')]","[('Giao hàng', 'nhanh.', 'POS')]"
Sách mới.,['Sách'],"[('Sách', 'POS')]","[('Sách', 'mới.')]","[('Sách', 'mới.', 'POS')]"
"tảo xịn,",['tảo'],"[('tảo', 'POS')]","[('tảo', 'xịn,')]","[('tảo', 'xịn,', 'POS')]"
đã check ngon lành.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ngon lành.')]","[('<IA>', 'ngon lành.', 'POS')]"
Mua cho phụ huynh ok.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ok.')]","[('<IA>', 'ok.', 'POS')]"
Tiện lợi và đẹp mắt... sp dễ lắp ráp !!!,"['sp', 'lắp ráp']","[('sp', 'POS'), ('lắp ráp', 'POS')]","[('sp', 'Tiện lợi và đẹp mắt... sp dễ'), ('lắp ráp', 'Tiện lợi và đẹp mắt... sp dễ')]","[('sp', 'Tiện lợi và đẹp mắt... sp dễ', 'POS'), ('lắp ráp', 'Tiện lợi và đẹp mắt... sp dễ', 'POS')]"
Nhựa dẻo !!,['Nhựa'],"[('Nhựa', 'POS')]","[('Nhựa', 'dẻo')]","[('Nhựa', 'dẻo', 'POS')]"
dán thấy ok,['dán'],"[('dán', 'POS')]","[('dán', 'ok')]","[('dán', 'ok', 'POS')]"
san phẩm rất đẹp,['san phẩm'],"[('san phẩm', 'POS')]","[('san phẩm', 'rất đẹp')]","[('san phẩm', 'rất đẹp', 'POS')]"
chắc chắn,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'chắc chắn')]","[('<IA>', 'chắc chắn', 'POS')]"
mình rất hài lòng,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rất hài lòng')]","[('<IA>', 'rất hài lòng', 'POS')]"
Chưa bao giờ nhận được cái hộp đóng nào của tiki mà nhìn nó chán như lần này.,['hộp'],"[('hộp', 'NEG')]","[('hộp', 'nhìn nó chán')]","[('hộp', 'nhìn nó chán', 'NEG')]"
"Sản phẩm giao màu ngẫu nhiên mà ko mô tả,",['giao'],"[('giao', 'NEG')]","[('giao', 'ngẫu nhiên mà ko mô tả,')]","[('giao', 'ngẫu nhiên mà ko mô tả,', 'NEG')]"
hàng thì nhìn cũ như hàng đổi trả.,['hàng'],"[('hàng', 'NEG')]","[('hàng', 'nhìn cũ như hàng đổi trả.')]","[('hàng', 'nhìn cũ như hàng đổi trả.', 'NEG')]"
"Đồng hồ dùng 3 pin AAA,",['Đồng hồ'],"[('Đồng hồ', 'NEU')]","[('Đồng hồ', 'dùng 3 pin AAA,')]","[('Đồng hồ', 'dùng 3 pin AAA,', 'NEU')]"
cũng nên mô tả là không kèm theo pin.,['tả'],"[('tả', 'NEG')]","[('tả', 'không kèm theo pin.')]","[('tả', 'không kèm theo pin.', 'NEG')]"
Nói chung là hài lòng.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'hài lòng.')]","[('<IA>', 'hài lòng.', 'POS')]"
Ổ khoá nhỏ,['Ổ khoá'],"[('Ổ khoá', 'POS')]","[('Ổ khoá', 'nhỏ')]","[('Ổ khoá', 'nhỏ', 'POS')]"
dành cho khoá tủ thì phù hợp.,['khoá tủ'],"[('khoá tủ', 'POS')]","[('khoá tủ', 'phù hợp.')]","[('khoá tủ', 'phù hợp.', 'POS')]"
Mua để sử dụng khoá tủ ở phòng gym rất tiện lợi.,['sử dụng khoá tủ ở phòng gym'],"[('sử dụng khoá tủ ở phòng gym', 'POS')]","[('sử dụng khoá tủ ở phòng gym', 'rất tiện lợi.')]","[('sử dụng khoá tủ ở phòng gym', 'rất tiện lợi.', 'POS')]"
TikiNow giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
gói hàng đẹp và chắc chắn.,['gói hàng'],"[('gói hàng', 'POS')]","[('gói hàng', 'đẹp và chắc chắn.')]","[('gói hàng', 'đẹp và chắc chắn.', 'POS')]"
rất hài lòng về sản phẩm của tiki,['sản phẩm của tiki'],"[('sản phẩm của tiki', 'POS')]","[('sản phẩm của tiki', 'rất hài lòng')]","[('sản phẩm của tiki', 'rất hài lòng', 'POS')]"
lúc mới sạc pin thì phun ổn,['phun'],"[('phun', 'POS')]","[('phun', 'ổn')]","[('phun', 'ổn', 'POS')]"
càng gần hết pin thì yếu dần,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'yếu dần')]","[('<IA>', 'yếu dần', 'NEG')]"
"Độ hoàn thiện sản phẩm kém,",['Độ hoàn thiện sản phẩm'],"[('Độ hoàn thiện sản phẩm', 'NEG')]","[('Độ hoàn thiện sản phẩm', 'kém,')]","[('Độ hoàn thiện sản phẩm', 'kém,', 'NEG')]"
nhiều góc bị bóp méo,['góc'],"[('góc', 'NEG')]","[('góc', 'bị bóp méo')]","[('góc', 'bị bóp méo', 'NEG')]"
Phần lỗ đinh chỗ to chỗ nhỏ không đều nhau,['Phần lỗ đinh'],"[('Phần lỗ đinh', 'NEG')]","[('Phần lỗ đinh', 'không đều nhau')]","[('Phần lỗ đinh', 'không đều nhau', 'NEG')]"
rất khó lắp.,['lắp.'],"[('lắp.', 'NEG')]","[('lắp.', 'rất khó')]","[('lắp.', 'rất khó', 'NEG')]"
"Hình thức đẹp,",['Hình thức'],"[('Hình thức', 'POS')]","[('Hình thức', 'đẹp,')]","[('Hình thức', 'đẹp,', 'POS')]"
bảo vệ màn hình tối đa.,['bảo vệ màn'],"[('bảo vệ màn', 'POS')]","[('bảo vệ màn', 'hình tối đa.')]","[('bảo vệ màn', 'hình tối đa.', 'POS')]"
Điểm 10 về chất lượng.,['chất lượng.'],"[('chất lượng.', 'POS')]","[('chất lượng.', 'Điểm 10')]","[('chất lượng.', 'Điểm 10', 'POS')]"
trình bày rõ ràng.,['trình bày'],"[('trình bày', 'POS')]","[('trình bày', 'rõ ràng.')]","[('trình bày', 'rõ ràng.', 'POS')]"
"Hàng đẹp,",['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'đẹp,')]","[('Hàng', 'đẹp,', 'POS')]"
"hoạ tiết đáng yêu,",['hoạ tiết'],"[('hoạ tiết', 'POS')]","[('hoạ tiết', 'đáng yêu,')]","[('hoạ tiết', 'đáng yêu,', 'POS')]"
"thời gian giao hàng nhanh,",['thời gian giao hàng'],"[('thời gian giao hàng', 'POS')]","[('thời gian giao hàng', 'nhanh,')]","[('thời gian giao hàng', 'nhanh,', 'POS')]"
đóng gói cẩn thận,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận')]","[('đóng gói', 'cẩn thận', 'POS')]"
"Sản phẩm tốt, chính hãng,",['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'tốt, chính hãng,')]","[('Sản phẩm', 'tốt, chính hãng,', 'POS')]"
"Giá rẻ, tiết kiệm",['Giá'],"[('Giá', 'POS')]","[('Giá', 'rẻ, tiết kiệm')]","[('Giá', 'rẻ, tiết kiệm', 'POS')]"
Sẽ mua tiếp tục,[],[],[],[]
"Giao nhanh,",['Giao'],"[('Giao', 'POS')]","[('Giao', 'nhanh,')]","[('Giao', 'nhanh,', 'POS')]"
đóng gói cẩn thận.,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận.')]","[('đóng gói', 'cẩn thận.', 'POS')]"
Để xem dùng có đúng với số trang quảng cáo không.,['dùng'],"[('dùng', 'NEU')]","[('dùng', '<IO>')]","[('dùng', '<IO>', 'NEU')]"
Mo ao qua,[],[],[],[]
kg nhu thúc te,[],[],[],[]
"mọi thứ đều rất ok,",['mọi thứ'],"[('mọi thứ', 'POS')]","[('mọi thứ', 'rất ok,')]","[('mọi thứ', 'rất ok,', 'POS')]"
"dàn máy nóng kêu hơi to 1 tý,",['dàn máy nóng'],"[('dàn máy nóng', 'NEG')]","[('dàn máy nóng', 'kêu hơi to')]","[('dàn máy nóng', 'kêu hơi to', 'NEG')]"
"làm lạnh nhanh,",['làm lạnh'],"[('làm lạnh', 'POS')]","[('làm lạnh', 'nhanh,')]","[('làm lạnh', 'nhanh,', 'POS')]"
"chức năng sleep khá ổn,",['chức năng sleep'],"[('chức năng sleep', 'POS')]","[('chức năng sleep', 'khá ổn,')]","[('chức năng sleep', 'khá ổn,', 'POS')]"
cực kỳ êm,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'cực kỳ êm')]","[('<IA>', 'cực kỳ êm', 'POS')]"
lạnh nhanh,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'lạnh nhanh')]","[('<IA>', 'lạnh nhanh', 'POS')]"
Sách mới rất đẹp và hay,['Sách'],"[('Sách', 'POS')]","[('Sách', 'mới rất đẹp và hay')]","[('Sách', 'mới rất đẹp và hay', 'POS')]"
giao hàng nhanh lắm,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh lắm')]","[('giao hàng', 'nhanh lắm', 'POS')]"
Cân bị +2g.,['Cân'],"[('Cân', 'NEG')]","[('Cân', 'bị +2g.')]","[('Cân', 'bị +2g.', 'NEG')]"
cũng đc,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'cũng đc')]","[('<IA>', 'cũng đc', 'POS')]"
rẻ,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rẻ')]","[('<IA>', 'rẻ', 'POS')]"
"Sách hơi cũ, bẩn",['Sách'],"[('Sách', 'NEG')]","[('Sách', 'hơi cũ, bẩn')]","[('Sách', 'hơi cũ, bẩn', 'NEG')]"
không nhàu nát.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'không nhàu nát.')]","[('<IA>', 'không nhàu nát.', 'POS')]"
"giao hàng nhanh, sớm hơn tận 2 ngày",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh, sớm hơn tận 2 ngày')]","[('giao hàng', 'nhanh, sớm hơn tận 2 ngày', 'POS')]"
"giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
"tốc độ ổn định,",['tốc độ'],"[('tốc độ', 'POS')]","[('tốc độ', 'ổn định,')]","[('tốc độ', 'ổn định,', 'POS')]"
còn độ bền chưa biết :P,['độ bền'],"[('độ bền', 'NEU')]","[('độ bền', 'chưa biết')]","[('độ bền', 'chưa biết', 'NEU')]"
"Tiki giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
sữa hơi ngọt,['sữa'],"[('sữa', 'NEG')]","[('sữa', 'hơi ngọt')]","[('sữa', 'hơi ngọt', 'NEG')]"
ổn so với giá.,['giá.'],"[('giá.', 'POS')]","[('giá.', 'ổn')]","[('giá.', 'ổn', 'POS')]"
"Sản phẩm mùi thơm,",['mùi'],"[('mùi', 'POS')]","[('mùi', 'thơm,')]","[('mùi', 'thơm,', 'POS')]"
rửa sạch.,['rửa'],"[('rửa', 'POS')]","[('rửa', 'sạch.')]","[('rửa', 'sạch.', 'POS')]"
hàng đẹp,['hàng'],"[('hàng', 'POS')]","[('hàng', 'đẹp')]","[('hàng', 'đẹp', 'POS')]"
đóng gói cẩn thận,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận')]","[('đóng gói', 'cẩn thận', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
ăn ngon,['ăn'],"[('ăn', 'POS')]","[('ăn', 'ngon')]","[('ăn', 'ngon', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
"sách rất mới, đẹp.",['sách'],"[('sách', 'POS')]","[('sách', 'rất mới, đẹp.')]","[('sách', 'rất mới, đẹp.', 'POS')]"
Sản phẩm hàng hoá đúng với quảng cáo,['Sản phẩm hàng hoá'],"[('Sản phẩm hàng hoá', 'POS')]","[('Sản phẩm hàng hoá', 'đúng với quảng cáo')]","[('Sản phẩm hàng hoá', 'đúng với quảng cáo', 'POS')]"
giá cả phải chăng,['giá cả'],"[('giá cả', 'POS')]","[('giá cả', 'phải chăng')]","[('giá cả', 'phải chăng', 'POS')]"
Áo dày 2 lớp,['Áo'],"[('Áo', 'NEU')]","[('Áo', 'dày 2 lớp')]","[('Áo', 'dày 2 lớp', 'NEU')]"
giống hình gần như 98%,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'giống hình gần như 98%')]","[('<IA>', 'giống hình gần như 98%', 'POS')]"
rất ok luôn,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rất ok luôn')]","[('<IA>', 'rất ok luôn', 'POS')]"
"Sản phẩm đong gói kĩ lưỡng,",['đong gói'],"[('đong gói', 'POS')]","[('đong gói', 'kĩ lưỡng,')]","[('đong gói', 'kĩ lưỡng,', 'POS')]"
chất lượng tốt,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'tốt')]","[('chất lượng', 'tốt', 'POS')]"
cực kì hài lòng,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'cực kì hài lòng')]","[('<IA>', 'cực kì hài lòng', 'POS')]"
sách giải rất chi tiết,['sách giải'],"[('sách giải', 'POS')]","[('sách giải', 'rất chi tiết')]","[('sách giải', 'rất chi tiết', 'POS')]"
có một số phần không ôm sát sách cơ bản,['một số phần'],"[('một số phần', 'NEG')]","[('một số phần', 'không ôm sát sách cơ bản')]","[('một số phần', 'không ôm sát sách cơ bản', 'NEG')]"
khá nâng cao,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'khá nâng cao')]","[('<IA>', 'khá nâng cao', 'NEG')]"
lời giải chi tiết nên không quá khó hiểu,['lời giải'],"[('lời giải', 'POS')]","[('lời giải', 'chi tiết nên không quá khó hiểu')]","[('lời giải', 'chi tiết nên không quá khó hiểu', 'POS')]"
hộp bánh kẹo mứt lại đẹp,['hộp bánh kẹo mứt'],"[('hộp bánh kẹo mứt', 'POS')]","[('hộp bánh kẹo mứt', 'đẹp')]","[('hộp bánh kẹo mứt', 'đẹp', 'POS')]"
Nhìn thích quá!,[],[],[],[]
không bị đau vai khi thức dậy,['vai'],"[('vai', 'POS')]","[('vai', 'không bị đau')]","[('vai', 'không bị đau', 'POS')]"
mùi cao su hơi nồng,['mùi cao su'],"[('mùi cao su', 'NEG')]","[('mùi cao su', 'hơi nồng')]","[('mùi cao su', 'hơi nồng', 'NEG')]"
"Dùng được,",['Dùng'],"[('Dùng', 'POS')]","[('Dùng', 'được,')]","[('Dùng', 'được,', 'POS')]"
chưa biết thông thoáng bền đẹp hay không,['thông thoáng bền đẹp'],"[('thông thoáng bền đẹp', 'NEU')]","[('thông thoáng bền đẹp', 'chưa biết')]","[('thông thoáng bền đẹp', 'chưa biết', 'NEU')]"
"đọc và bất ngờ ở cuối trang,",['đọc'],"[('đọc', 'POS')]","[('đọc', 'bất ngờ')]","[('đọc', 'bất ngờ', 'POS')]"
tôi và bé rất thích,[],[],[],[]
hàng dùng tốt,['hàng dùng'],"[('hàng dùng', 'POS')]","[('hàng dùng', 'tốt')]","[('hàng dùng', 'tốt', 'POS')]"
"Đọc manual rất kỹ mới biết cách dùng,","['cách dùng,']","[('cách dùng,', 'NEU')]","[('cách dùng,', 'Đọc manual rất kỹ mới biết')]","[('cách dùng,', 'Đọc manual rất kỹ mới biết', 'NEU')]"
hơi khó nhớ.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'hơi khó nhớ.')]","[('<IA>', 'hơi khó nhớ.', 'NEG')]"
"Tuy nhiên có lớp tráng trong lòng bình thuỷ, nên an tâm hơn","['lớp tráng trong lòng bình thuỷ,']","[('lớp tráng trong lòng bình thuỷ,', 'POS')]","[('lớp tráng trong lòng bình thuỷ,', 'an tâm hơn')]","[('lớp tráng trong lòng bình thuỷ,', 'an tâm hơn', 'POS')]"
"Túi nhìn rất dễ thương, đúng như hình đăng.",['Túi'],"[('Túi', 'POS')]","[('Túi', 'rất dễ thương, đúng như hình đăng.')]","[('Túi', 'rất dễ thương, đúng như hình đăng.', 'POS')]"
"Dùng nhẹ và tiện,",['Dùng'],"[('Dùng', 'POS')]","[('Dùng', 'nhẹ và tiện,')]","[('Dùng', 'nhẹ và tiện,', 'POS')]"
hy vọng có thể giặt được.,['giặt'],"[('giặt', 'NEU')]","[('giặt', 'hy vọng có thể giặt được.')]","[('giặt', 'hy vọng có thể giặt được.', 'NEU')]"
Thích hợp với đi chơi vào mùa hè và đi biển.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'Thích hợp')]","[('<IA>', 'Thích hợp', 'POS')]"
"sản phẩm lần này mình nhận được chất lượng rất tốt,",['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'rất tốt,')]","[('chất lượng', 'rất tốt,', 'POS')]"
bìa bao ở ngoài không bị nhăn hay quăn góc.,['bìa bao'],"[('bìa bao', 'POS')]","[('bìa bao', 'không bị nhăn hay quăn góc.')]","[('bìa bao', 'không bị nhăn hay quăn góc.', 'POS')]"
Mình sẽ ủng hộ các sản phẩm sách tại đây nhiều lần hơn.,[],[],[],[]
"máy đẹp,",['máy'],"[('máy', 'POS')]","[('máy', 'đẹp,')]","[('máy', 'đẹp,', 'POS')]"
"màu trắng nhưng dễ lau chùi,","['lau chùi,']","[('lau chùi,', 'POS')]","[('lau chùi,', 'dễ')]","[('lau chùi,', 'dễ', 'POS')]"
"vắt khô,",['vắt'],"[('vắt', 'POS')]","[('vắt', 'khô,')]","[('vắt', 'khô,', 'POS')]"
"Giặt cực êm,",['Giặt'],"[('Giặt', 'POS')]","[('Giặt', 'cực êm,')]","[('Giặt', 'cực êm,', 'POS')]"
kêu. Đáng đồng,[],[],[],[]
tiền. Giao hàng và lắp,['tiền. Giao hàng và'],"[('tiền. Giao hàng và', 'POS')]","[('tiền. Giao hàng và', 'lắp')]","[('tiền. Giao hàng và', 'lắp', 'POS')]"
nên hẹn lại 7h,['nên'],"[('nên', 'POS')]","[('nên', 'lại')]","[('nên', 'lại', 'POS')]"
Tên của quyển sách là điều mất điểm với mình.,['Tên của quyển sách'],"[('Tên của quyển sách', 'NEG')]","[('Tên của quyển sách', 'mất điểm')]","[('Tên của quyển sách', 'mất điểm', 'NEG')]"
quyển sách không có gì để chê.,['quyển sách'],"[('quyển sách', 'POS')]","[('quyển sách', 'không có gì để chê.')]","[('quyển sách', 'không có gì để chê.', 'POS')]"
Vô cùng thực tế và hiệu quả.,[],[],[],[]
hàng đẹp,['hàng'],"[('hàng', 'POS')]","[('hàng', 'đẹp')]","[('hàng', 'đẹp', 'POS')]"
giao hàng rất nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'rất nhanh')]","[('giao hàng', 'rất nhanh', 'POS')]"
mình rất hài lòng về sản phẩm này,['sản phẩm này'],"[('sản phẩm này', 'POS')]","[('sản phẩm này', 'rất hài lòng')]","[('sản phẩm này', 'rất hài lòng', 'POS')]"
nhưng lúc nhận hàng chỉ có đúng hai bị tã vs lại 2 bị khăn ướt khuyến,[],[],[],[]
mãi Cảm thấy như bị chính nhà bán hàng lừa theo hình thức treo khuyến mãi và rồi cắt hàng km .,['bị chính nhà'],"[('bị chính nhà', 'NEG')]","[('bị chính nhà', 'bán hàng lừa theo hình thức treo khuyến mãi và rồi cắt hàng km')]","[('bị chính nhà', 'bán hàng lừa theo hình thức treo khuyến mãi và rồi cắt hàng km', 'NEG')]"
